4083,S/E Elisenbergveien 18
4084,S/E Kirkegårdsgt 11
4085,Bs Opplandsgt 21
4086,B/S Breidablikkvn 4
4087,Krumgata 1 S/E
4088,B/S Niels Juelsgt 2
4089,B/S Ole Vigs Gt 15
4090,B/S Framnes Terrasse 3
4091,B/S Frederik Stangsgt 10
4093,B/S Husebybakken 10
4094,Sameiet Rødtvetkroken 8
4095,B/S Sofiesgate 76
4096,S/E Huitfeldtsgt 13
4097,B/S Gørbitzgt 5
4098,Sameiet Jerpefaret 10
4099,S/E Frydenlundsgate 9
4101,Skolebakken Bs
4105,Britanniatorget Sameie
4106,Joheia Bs
4115,Bs Ullerudåsen Terrasse
4117,Bs Smedens Utsikt
4118,Løkkedalsjordet Bs
4119,Eikaparken 5 Boligsameie
4120,Vevelstadåsen Gr.lag
4128,Bregneveien 1 Bs
4130,Sameiet Skiveien 126
4131,Sameiet Liaveien 17 19 21
4133,Furuåsen Sameie
4136,Jordbærsletta Bs
4137,Jordbærsletta Studio Bs
4138,Sameiet Søndre Skrenten 3
4141,Sameiet Stensgaten 5
4142,AS Thygesonsgt. 14
4144,Bs Grottenveien 7
4145,Bs Vingolfveien 2
4146,Bs Gladvoll Fjordterrasse
4147,Sameiet Spireaveien 10A
4148,Bjørnåsen Bs
4149,Sameiet Grimstadgata 11-15
4151,Smedsrud Grendelag
4152,Sagstua Grendelag
4155,Sloratoppen Huseierforening
4157,Ramstad Terrasse Bs
4158,Vestre Ramstad Terrasse Bs
4171,Lyngåsen Brl  Ba
4181,Salmakertunet 3 og 5 Sameie
4182,Salmakertunet 7 og 9 Sameie
4189,Glassverket Bs
4192,Myra Bs
4196,Myrsletta Selveierforening
4197,Nedre Hebekk Bs
4198,Granly Bs
4199,Hebekk  Bs
4235,Sofiemyråsen Sameie
4236,Kolbotn Torg Bs
4289,Bs Sogsti Terrasse
4301,Orretunet Boligsameie
5005,Røa Boligsameie
5006,Danmarksgt 10 Boligsameie
5007,Markveien 7 Borettslag
5008,Meltzersgt 1 og 3 Boligsameie
5009,Steenstrupsgate 19  Sameie
5010,Toftesgt 52 Sameie
5014,Vålerenggata Borettslag
5015,Trondhjemsveiens Borettslag
5018,Bjerkelundsgt 5 Borettslag
5019,Lerdalsjordet B/L
5020,Karlstadgt 14 Borettslag
5021,Markveien 2 Borettslag
5026,Frognerveien 20 B/L
5027,Hammerfestgata Borettslag
5029,Louisesgate 15 Sameiet
5030,Biermannsgt 12 B/L
5032,Br.Laget Oskar Braatensplass
5034,Islandsgt 7   B/L
5037,Haukåsen Sameie I
5038,Steenstrupsgt 23 Borettslag
5043,Olaf Ryes Pl3/Markvn 38-42 B/L
5044,Løkka B/L
5048,Rathkesgate 4 Borettslag
5052,Lerdalsgrenda  B/L
5054,Furulund 1 AS
5055,Furulund II AS
5060,Østgaardsgate 2 B/L
5063,Bakkehavn Sambyggelag AS
5065,Steenstrupsgate 9 B/L
5070,Skovheim Boligsameie
5072,Maridalsveien 56 B/L
5084,Grünerhagen B/L II
5085,Bjørn Stallaresv. 31/41 B/L
5090,Tokerudtoppen Sameie
5092,Sagdalsvegen Borettslag
5094,Siebkesgt. 3  B/L
5097,Eckersbergsgate 31 B/L
5099,Tromsøgt. 7 S/E
5101,Munkedamsvn.79 AS
5102,Toftesgt.29 B/S
5105,Tøyenhagen B/L
